textDisplay|vader_scores|vader_compound|vader_classification|classification_threshold|sentiment_intensity
Quería preguntar. El modo de dificultad mas bajo como es? Veréis es para una persona con problemas de salud, que no puede jugar una dificultad estandar. Sería una gran ilusión que pudiera balancearse con Spiderman|{'neg': 0.061, 'neu': 0.939, 'pos': 0.0, 'compound': -0.296}|-0.296|negativo|neutral|0.296
joder macho, que lastima lo del Bubniak, ver a ese Peter tan bien hecho en esta historia hubiese sido increíble.. jamas sentí tanta empatia con un peter parker, este niño.. no identifica con nada|{'neg': 0.062, 'neu': 0.937, 'pos': 0.0, 'compound': -0.296}|-0.296|negativo|neutral|0.296
te hacen una carga invisble que es ponerte la pantalla en negro...pero eh, si lo hace starfield mal como se os ve el plumero piperos. Peleas desafiantes....que no se trata de repetir un patron y se ve a spiderman-simbionte dando el mismo combo de puñetazos contra el lagarto, una y otra vez....No nos engañemos es un buen juego.Pero siendo el mismo juego que el anterior eso deberia restar puntos. Luego nos quejamos de que son iguales los Assasin creed, los Fifa...|{'neg': 0.027, 'neu': 0.973, 'pos': 0.0, 'compound': -0.296}|-0.296|negativo|neutral|0.296
Sabes si este tiene tiempo dinámico? O es como el primero que no pasaba el tiempo|{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.296}|-0.296|negativo|neutral|0.296
Esto es un DLC que no nos engañen, que nos digan la verdad|{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}|-0.296|negativo|neutral|0.296
A ver gente es una secuela, obviamente no van a innovar, como es el segundo juego pues a mí me parece bien ya que el primero es un juegazo. Eso si, una nueva entrega ya tendría que ser mucho más revolucionaria para que merezca la pena|{'neg': 0.047, 'neu': 0.953, 'pos': 0.0, 'compound': -0.296}|-0.296|negativo|neutral|0.296
Esto no vale 80€ lo siento...como mucho 50€|{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}|-0.296|negativo|neutral|0.296
Rayos, sinceramente pensé que en duración iba a ser lo doble del primer juego, no de 17 a 25 horas|{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}|-0.296|negativo|neutral|0.296
Carlos analiza los mejores juegos de la revista, no falla. Pinta a Goty.|{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}|-0.296|negativo|neutral|0.296
Nmms vandal todavía no sale y ya estás haciendo vtalv|{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}|-0.296|negativo|neutral|0.296
Harry es venom y alfinal no matais a golpes entre peter y miles pero es una cinematica de 5 minutos para pedirte que pulse alfinal l2 y cuadrado y tu tienes el poder del antivenom igual que venom pero en blanco vamos|{'neg': 0.051, 'neu': 0.949, 'pos': 0.0, 'compound': -0.296}|-0.296|negativo|neutral|0.296
Yo espero que el sentido arácnido respeten que cuando te toque enfrentarte a venon que peter Parker no detecte a venon mientras que miles molares sí ya que recordemos que peter Parker al tener el primero el simbionte, el simbionte aprende a anular el sentido arácnido de peter al menos en los comics y dibujos animados de Spiderman|{'neg': 0.037, 'neu': 0.963, 'pos': 0.0, 'compound': -0.296}|-0.296|negativo|neutral|0.296
"<a href=""https://www.youtube.com/watch?v=_ZF2rd1T5Bk&amp;t=6m40s"">6:40</a> Si habéis querido ejemplificar en imágenes lo que estáis diciendo, no habéis podido coger imágenes mas desacertadas....<br>Decís una cosa, y mostráis completamente lo opuesto."|{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.296}|-0.296|negativo|neutral|0.296
piter Parker traje black  hizo mini trastradores  4 i le inyecta en el traje de miles morales   para salvarlo y uno a gata black felicia  q hizo portales  es ella inteligente  usa inteligencia arficial y creo  portales y  park er le instaló mini  rastrador y uno a Mery ye  para cuidarla saber  y uno al dr lagarto q es su amigo y le puso rastrador  lla q este le  enseñó esto y es Antagonista   sal va a Parker le cono ce su pensamiento cuando venon y cazador van a matarlo lagarto le da colazo  sal va a Parker y lagarto recuerda q le salbo  de duende q le matase con tóxico y ele tricidad piter le salbo por eso lagarto pasa  jugando con piter Parker  black  no le mata son los protagonistas  6000% calidad fresca aki en 2024 la difru to más cálida  fresca|{'neg': 0.015, 'neu': 0.985, 'pos': 0.0, 'compound': -0.296}|-0.296|negativo|neutral|0.296
Pero bueno no os olvidéis que Activision es ahora propiedad de Microsoft jeje|{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}|-0.296|negativo|neutral|0.296
No me mola... muy plasticada...|{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}|-0.296|negativo|neutral|0.296
si se dan cuenta este video es full 1nutil , no aporta nada y solo habla de cosas obvias jaja lo vemos por las ansias que tenemos|{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.296}|-0.296|negativo|neutral|0.296
Y yo que no me he terminado ninguno porque se me hace repetitivo|{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}|-0.296|negativo|neutral|0.296
Pero como no va a merecer la pena|{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}|-0.296|negativo|neutral|0.296
No se si soy yo pero mucho HUD, pero es comprensible por las nuevas mecanicas de juego pero se siento como si me fuera a perder|{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.296}|-0.296|negativo|neutral|0.296
"Que gracioso como alaban a repetitividad en este juego mientras a otros lo tunden por eso.  <a href=""https://www.youtube.com/watch?v=_ZF2rd1T5Bk&amp;t=6m38s"">6:38</a> &quot;El plato fuerte del juego son los jefes, con combates intensos y desafieantes donde nos obligan a usar el entorno a nuestro favor&quot; ???? Ni siquiera se movió del sitio se quedó en el mismo lugar pulsando un botón sin sufrir daño o estaba en modo fácil? 😂"|{'neg': 0.07, 'neu': 0.843, 'pos': 0.086, 'compound': 0.3094}|0.3094|neutral|positivo|0.3094
Pero que le pasa a esta página, a leguas se ve que es un juego casi perfecto el primer y real nex gen y le pone esa nota.|{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.3182}|0.3182|neutral|positivo|0.3182
Soy yo o se ve peor que él miles morales y el original|{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3182}|0.3182|neutral|positivo|0.3182
25 horas para platinarlo 😕|{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.3182}|-0.3182|negativo|neutral|0.3182
Por juegos asi es que play station esta donde esta|{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}|0.34|neutral|positivo|0.34
BASURA DE JUEGO PLAY STATION ESTA MUERTA Y USTEDES LO SABEIS|{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.34}|0.34|neutral|positivo|0.34
Que lindos se ven esos 60 fps en PS5... Ya de la espectacularidad del juego ni hablemos, el que es usuario sabe y conoce la calidad de los GOTYS de Playstation, otro AAA que quitan el hipo junto con ratchet, Ragnarok, Forbiden West, Demon Souls remake, TLOU parte 1 y Final Fantasy 16 esta gen para los jugadores 😀|{'neg': 0.0, 'neu': 0.959, 'pos': 0.041, 'compound': 0.3612}|0.3612|neutral|positivo|0.3612
Like numero 932|{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}|0.3612|neutral|positivo|0.3612
Le pintan un 9.2 a otro dlc de los dos primeros 😅 increíble|{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.3612}|0.3612|neutral|positivo|0.3612
No está el audio en español?? Si en el uno si ke estaba|{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.3736}|-0.3736|negativo|neutral|0.3736
En el título no tendría que poner: ¿merece la pena o no? Tendría que poner ¿Es un 10 el juego?|{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.3736}|-0.3736|negativo|neutral|0.3736
Hombre normal es un DLC como no va a tener la misma movilidad xD|{'neg': 0.122, 'neu': 0.667, 'pos': 0.211, 'compound': 0.3818}|0.3818|neutral|positivo|0.3818
No merece la pena muchos bugs xd tenido que reiniciar en una partida varios puntos para poder avanzar  basura de juego|{'neg': 0.088, 'neu': 0.76, 'pos': 0.152, 'compound': 0.3818}|0.3818|neutral|positivo|0.3818
Goty🎉|{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}|0.4019|neutral|positivo|0.4019
"<a href=""https://www.youtube.com/watch?v=_ZF2rd1T5Bk&amp;t=6m39s"">6:39</a> ¿no podías haber grabado un gameplay donde no sólo spamearas un solo ataque? O ¿acaso así es el combate?"|{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.4098}|-0.4098|negativo|neutral|0.4098
Eso de gracias a las posibilidades de ps5 es relleno q no aporta a la prosa :) Ac.mirage es mejor sin duda y se valora menos.|{'neg': 0.182, 'neu': 0.723, 'pos': 0.094, 'compound': -0.4215}|-0.4215|negativo|neutral|0.4215
insomniac va a inaugurar el universo de marvel videojueguil con spiderman, wolverine ya veremos que hay en el futuro|{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.4215}|0.4215|neutral|positivo|0.4215
#&#39;spidersaludos me gustó tu video de la gran novedad que se tiene sobre Marvel spider-man 2|{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4215}|0.4215|neutral|positivo|0.4215
Menuda nota más hinchada,ni de broma es un juego de 9😂|{'neg': 0.096, 'neu': 0.711, 'pos': 0.193, 'compound': 0.4404}|0.4404|neutral|positivo|0.4404
Esta grabado en nivel facil no? lo digo por el combate con el lagarto que se ve demasiado easy.|{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}|0.4404|neutral|positivo|0.4404
Vaya juégazo. Insomniac se ha sacado el rabo otra vez. Increíble!!|{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.4559}|0.4559|neutral|positivo|0.4559
Ojalá Spider-Man 3 no tenga basura woke 💙|{'neg': 0.164, 'neu': 0.522, 'pos': 0.313, 'compound': 0.4588}|0.4588|neutral|positivo|0.4588
que lo saquen para PC :)|{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.4588}|0.4588|neutral|positivo|0.4588
Cuando se podrá canjear el código del juego que viene en la consola 😢no deja|{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.4767}|-0.4767|negativo|neutral|0.4767
Cuando se podrá canjear el código del juego que viene en la consola 😢no deja|{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.4767}|-0.4767|negativo|neutral|0.4767
Y el hombre de pero 😢|{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.4767}|-0.4767|negativo|neutral|0.4767
Sería excelente si no lo hubieran contaminado con su nefasta propaganda progresista.|{'neg': 0.296, 'neu': 0.704, 'pos': 0.0, 'compound': -0.4939}|-0.4939|negativo|neutral|0.4939
Reslizar combos magicos con un botón 🤣|{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4939}|0.4939|neutral|positivo|0.4939
Porque solo muy poca gente nombra algo muy importante a destacar y que no se nombra:<br><br>TIENE LENGUAJE INCLUSIVO<br><br>Me encantó el 1° y el de Miles pero este no lo compro ni de coña.|{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.5267}|-0.5267|negativo|neutral|0.5267
Jajajajaja solo con los juegos de Sony todo es bueno. Que risa como dicen que es continuista pero dicen que lo perfecciona JAJAJSJSJSJA que no se note lo comprado que están está gente. Muy bonito el spiderman pero de un 80 no pasa se roban la mecánica de planeo de Batman el estilo de pelea y la manera de hacer las misiones. Pero bueno así estamos en estos tiempos|{'neg': 0.062, 'neu': 0.938, 'pos': 0.0, 'compound': -0.5267}|-0.5267|negativo|neutral|0.5267
En un juego de Sony : fua es de lo mejor no tiene nada malo ,juego de Xbox ,está bien pero tiene muchos Bugs no va a 60 frames ,dais asco|{'neg': 0.132, 'neu': 0.868, 'pos': 0.0, 'compound': -0.5267}|-0.5267|negativo|neutral|0.5267
Tengo que decir algo antes de ver el vídeo y espero que alguien me responda cómo cojones van a opinar si vale la pena el juego si no a salido no se supone que salía el 21 tengo entendido|{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.5267}|-0.5267|negativo|neutral|0.5267
Más de lo mismo, aquel que no va al día con el mundo de los videojuegos podría confundir este título con el primero por momentos.. y ya estoy viendo a los niños ratas con poco pensamiento crítico “No zaBez nada De Bidejuegozz” .. no, niñato, jamás dije que fuera malo, lo voy a jugar.. y seguramente lo voy a disfrutar, pero eso no le quita lo que ya dije, es más de lo mismo.|{'neg': 0.058, 'neu': 0.942, 'pos': 0.0, 'compound': -0.5267}|-0.5267|negativo|neutral|0.5267
No quiero ver nada aporque no me quiero spoilear pero se que vale la pena lo tengo reservado desde que se podía reservar|{'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.5267}|-0.5267|negativo|neutral|0.5267
La gente se preocupa por lo de solo 25 horas para el platino, pero yo por ejemplo al primer Spider-man le eche casi 200 horas sin aburrirme|{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.5574}|-0.5574|negativo|neutral|0.5574
Sin más, un juego divertido que puede merecer la pena pero que en pocos años caerá en el olvido|{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.5574}|-0.5574|negativo|neutral|0.5574
Patrones en los bosses? Literal vi que Peter le dio 50 golpes a lagarto y el solo los recibió y en esos 50 golpes el lagarto dio 4 golpes osea wtf|{'neg': 0.112, 'neu': 0.888, 'pos': 0.0, 'compound': -0.5859}|-0.5859|negativo|neutral|0.5859
Primer dia de rrseñas y ya tiene mas de 100 notas en metacritic no como otros estudios que solo le dan copia del juego a las páginas que llevan una X en su nombre 😊|{'neg': 0.05, 'neu': 0.814, 'pos': 0.136, 'compound': 0.5859}|0.5859|positivo|positivo|0.5859
batallas brillantes vs jefes <br>se carga al lagarto solo con combos xD|{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.5859}|0.5859|positivo|positivo|0.5859
Muy tarde esre video, ya lo reserve hace una semana xd|{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.5859}|0.5859|positivo|positivo|0.5859
el juego ultra corto, parece dlc,  y a 80 napos xd|{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.5859}|0.5859|positivo|positivo|0.5859
Este juego es una verdadera carta de amor. Para los fans de los superhéroes.|{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.6124}|0.6124|positivo|positivo|0.6124
Los Sonyers fumándose las ideas de una feminista progre. Enhorabuena por jugar a tal mierda inclusiva 😂😂😂 yo disfrutaré del Mario Wonder sin ideas políticas de pedos.|{'neg': 0.17, 'neu': 0.622, 'pos': 0.208, 'compound': 0.6249}|0.6249|positivo|positivo|0.6249
Si merece la pena es el mejor juego del año su historia es brutal el Zelda si q tiene un rival muy duro porq ambos son buenos pero spiderman me gusta más|{'neg': 0.117, 'neu': 0.883, 'pos': 0.0, 'compound': -0.6249}|-0.6249|negativo|neutral|0.6249
podria salir en ps4❤?|{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}|0.6369|positivo|positivo|0.6369
Goty 2023 este juego esta a punto de cambiar la humanidad y trascendencia a la historia del gaming como siempre solo en playstation ❤|{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.6369}|0.6369|positivo|positivo|0.6369
Juegazo❤|{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}|0.6369|positivo|positivo|0.6369
"<a href=""https://www.youtube.com/watch?v=_ZF2rd1T5Bk&amp;t=3m39s"">3:39</a> Genial,Volvio el Perk de &quot;Veneno Residual&quot; ,si Añadieron &quot;sensores de Amenaza&quot; &quot;Malla de inducción&quot; y &quot;impulso de venom&quot; entonces voy a estar Demasiado roto usando A Miles Morales ❤"|{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.6369}|0.6369|positivo|positivo|0.6369
No puede ser, como pudo caer tan bajo insomniac de sacar obras maestras en vez de juegos mediocres 😢|{'neg': 0.227, 'neu': 0.773, 'pos': 0.0, 'compound': -0.6486}|-0.6486|negativo|neutral|0.6486
Me dices que sale en PS4 y me lo creo.. es un juegazo eso está claro, pero yo me esperaba ver ese salto que demuestre que por fin ya está la nueva generación y que esté sería lo que fué &quot;Uncharted 4&quot; en 2016 en PS4 a tres años de la generación pero con Spider-Man 2 en este caso, y en ese aspecto no lo he visto y eso que lo he visto a 1080p y 60 fps y me sigue pareciendo un juego de PS4 más que de PS5.<br>A estas alturas pienso que no hay nada que no pueda mover una PS4 con sus recortes perfectamente, esta nueva generación pienso que ha salido demasiado pronto y que el hecho de que sigan saliendo juegos en PS4 refuerza el hecho de que PS5 y Xbox Series no dejan de ser &quot;consolas vitaminadas&quot; de PS4 Pro y Xbox One X, quizás sobre 2025 si que veamos los juegos de verdad next gen, pero por el momento.. es un jarro de agua fría en mi opinión.|{'neg': 0.049, 'neu': 0.938, 'pos': 0.013, 'compound': -0.6597}|-0.6597|negativo|neutral|0.6597
Un juego con mejores mecánicas,ciudad,habilidades etc.. pero siento que a pesar de tener a misterio,venom,lizard etc.. no llega a la altura del primero,me encantó harry osborn lo adoró este si se me hizo amigo de verdad de peter y no como en las pelis o series, la historia hasta la muerte de kraven perfecta, pero la parte de venom se veia muy forzada y sin apenas desarrollo aparte de corta|{'neg': 0.105, 'neu': 0.864, 'pos': 0.031, 'compound': -0.6808}|-0.6808|negativo|neutral|0.6808
Una pregunta? Y por qué no salió para PS4?😞|{'neg': 0.386, 'neu': 0.614, 'pos': 0.0, 'compound': -0.6868}|-0.6868|negativo|negativo|0.6868
Un 9,3 queeeeeeee? No os lo creéis ni vosotros ,eso es lo que se tenía que llevar un juego el doble de grande y mucho menos repetitivo como es starfield ,sin verguenzas PESETEROS DE SONY|{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.7003}|-0.7003|negativo|negativo|0.7003
Se ve tan hermoso como el primer juego (el Miles Morales nunca sucedió) … y no me gusta que haya tantos iconos en pantalla, sin importar el juego que sea|{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.7003}|-0.7003|negativo|negativo|0.7003
Yo jugue el 1 nose este pero a ese juego no era mas de un 8 y algo estaba bien pero sin mas aqui veo mas de lo mismo con algunos agregados le viven inflando notas por ser sony|{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.7003}|-0.7003|negativo|negativo|0.7003
Es lo rico de tener una ps5 y una pc, se disfruta de todo sin quejarse 🔥|{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.7184}|-0.7184|negativo|negativo|0.7184
Me espero al remaster 👌|{'neg': 0.0, 'neu': 0.395, 'pos': 0.605, 'compound': 0.7297}|0.7297|positivo|positivo|0.7297
Mucho hyipe por tener el juego ya😬😬😬|{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.7351}|-0.7351|negativo|negativo|0.7351
Mmmm nose no me convence este juego todavia, sigo viendo mucho del anterior que jugué y si me pones al lado el batman arkham city, comparando el vuelo, no veo algo distintivo, y el hecho que le quitaron el modo sigilo, me parece negativo por que era algo que ayudaba a bajar el ritmo del juego y no se convirtiera en machaca botones, veo un juego igual a lo que fue zelda tears of the kimgdom, un juego con un gran dlc,  como mucho por los aspectos positivos realmente llegaria a un 8,5 como su antecesor cuando se lanzó.|{'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.7579}|-0.7579|negativo|negativo|0.7579
Black cat robo un artefacto del doctor strange 😱|{'neg': 0.458, 'neu': 0.542, 'pos': 0.0, 'compound': -0.765}|-0.765|negativo|negativo|0.765
25 horas que a mi me costarán 70 jajaja <br>Gracias por el análisis Carlos  me han entrado muchas ganas de jugarlo, tenía mis dudas pero viendo la pasión con la que hablas de él creo que voy a tardar poco en caer en sus redes 😅❤|{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.7717}|0.7717|positivo|positivo|0.7717
Playstation 6 la videoconsola sale en el año 2028 ir ahorrando dinero🤑💸💵💴💶💰💳🤑💸💵💴💶💰💳🤑💸💵💴💶💰💳|{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.7783}|0.7783|positivo|positivo|0.7783
Fuerte dlc😂😂🎉|{'neg': 0.165, 'neu': 0.39, 'pos': 0.446, 'compound': 0.8176}|0.8176|positivo|positivo|0.8176
😂😂😂menudo truñazo el juego este xd|{'neg': 0.183, 'neu': 0.45, 'pos': 0.367, 'compound': 0.8271}|0.8271|positivo|positivo|0.8271
"<a href=""https://www.youtube.com/watch?v=_ZF2rd1T5Bk&amp;t=6m39s"">6:39</a> empieza lo bueno 😂😂😂"|{'neg': 0.183, 'neu': 0.45, 'pos': 0.367, 'compound': 0.8271}|0.8271|positivo|positivo|0.8271
Muy superior  el mundo abierto de spiderman  a la porquería de starfield 1000 planetas sobrios mehhh más de lo mismo XD|{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.8415}|0.8415|positivo|positivo|0.8415
No entiendo como a la gente le puede gustar SPIDERMAN (el juego) literlamente DMC (Devil may cry )3 le gana y eso que salio hace bastante tiempo. Los juegos de SPIDERMAN SON UNA PIJA|{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.8658}|-0.8658|negativo|negativo|0.8658
Es lo mismo de siempre ,pero con nueva historia una mecánica nueva y con lenguaje inclusivo y con black cat Bi 😂😂😂😂 🤮🤮🤮|{'neg': 0.123, 'neu': 0.631, 'pos': 0.246, 'compound': 0.891}|0.891|positivo|positivo|0.891
Dios mio amigo porque la gente es tan toxica coño, que esto es una secuela, esperen a jugar el juego, no se guíen solo por una review. De algo que ni mostraron completamente. Esto no es una nueva ip, sigue la linea con su antiguo predecesor el spider-man 1. Y es un juego de spider-man, hay gente que lo alaba demás? Si. Hay gente que espera a ver el juego y criticarlo pq si solo pq le arde las opiniones de la gente que lo alaba demás? Ignoralos y ya, no te dediques a hacer la misma mierda e incluso peor. Esta comunidad esta condenada. Zelda totk es tan dlc que te lo pasas yendo al grano en unas 50 horas, el spider-man lo platinas en 25 pero es que LA PERCEPCIÓN DEL TIEMPO SE ALTERA, En los juegos haces pausa para comer, ir al baño etc, no estás pegado las 24 horas, eso es solo no cuidar, el dlc es diferente. Pero claro eso solo lo dice la gente toxica que no ha estado en la industria, esto se lleva haciendo con las secuelas desde la ness, pero claro estas personas apenas y son de esta generación de consolas jajajaj, en serio que comunidad más mierda. Espero disfruten el juego los que lo juegan y no la gente que solo ve opiniones ajenas de vídeos o otras cosas. Buen día a todos. Bg3 o zelda totk mi candidato a goty jsjsj, y tal vez el spider-man cuando lo juegue.|{'neg': 0.06, 'neu': 0.94, 'pos': 0.0, 'compound': -0.9117}|-0.9117|negativo|negativo|0.9117
🤮🤮🤮Sony y spider man mejor es halo y xbox 💚💚💚|{'neg': 0.0, 'neu': 0.574, 'pos': 0.426, 'compound': 0.9274}|0.9274|positivo|positivo|0.9274
la verdadera carta de amor a los superheroes 😎😎😂😂|{'neg': 0.094, 'neu': 0.47, 'pos': 0.436, 'compound': 0.9413}|0.9413|positivo|positivo|0.9413
Solo decir muchas gracias sony esto parece películas 🎥 ❤❤❤❤ soy fanático del spiderman ps5 esta on fire 🔥 😎|{'neg': 0.099, 'neu': 0.494, 'pos': 0.407, 'compound': 0.9517}|0.9517|positivo|positivo|0.9517
👏👏👏👏👌👌👌|{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.9545}|0.9545|positivo|positivo|0.9545
Mucho fanboy de xbox.😂😂😂, como me parto de risa, y mas sabiendo que su super exclusivo es un bodrio bloqueado a 30 fps y no pasa del 83 😂😂😂😂.|{'neg': 0.167, 'neu': 0.505, 'pos': 0.328, 'compound': 0.9682}|0.9682|positivo|positivo|0.9682
Este videos le doy 5 OSTIAS Y UN CARDENAL😂😂😂😂😂😂🎉🎉🎉|{'neg': 0.158, 'neu': 0.415, 'pos': 0.427, 'compound': 0.9735}|0.9735|positivo|positivo|0.9735
Xd ❤❤❤❤❤📼📼👍👍|{'neg': 0.0, 'neu': 0.307, 'pos': 0.693, 'compound': 0.9794}|0.9794|positivo|positivo|0.9794
